@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_3x3_00 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_00 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_00 numeric
@ATTRIBUTE HoughLines_3x3_00 numeric
@ATTRIBUTE HoughCircles_3x3_00 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_00 numeric
@ATTRIBUTE GravityCenterX_3x3_00 numeric
@ATTRIBUTE GravityCenterY_3x3_00 numeric
@ATTRIBUTE CannyEdges_3x3_00 numeric
@ATTRIBUTE RatioBW_3x3_01 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_01 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_01 numeric
@ATTRIBUTE HoughLines_3x3_01 numeric
@ATTRIBUTE HoughCircles_3x3_01 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_01 numeric
@ATTRIBUTE GravityCenterX_3x3_01 numeric
@ATTRIBUTE GravityCenterY_3x3_01 numeric
@ATTRIBUTE CannyEdges_3x3_01 numeric
@ATTRIBUTE RatioBW_3x3_02 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_02 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_02 numeric
@ATTRIBUTE HoughLines_3x3_02 numeric
@ATTRIBUTE HoughCircles_3x3_02 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_02 numeric
@ATTRIBUTE GravityCenterX_3x3_02 numeric
@ATTRIBUTE GravityCenterY_3x3_02 numeric
@ATTRIBUTE CannyEdges_3x3_02 numeric
@ATTRIBUTE RatioBW_3x3_10 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_10 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_10 numeric
@ATTRIBUTE HoughLines_3x3_10 numeric
@ATTRIBUTE HoughCircles_3x3_10 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_10 numeric
@ATTRIBUTE GravityCenterX_3x3_10 numeric
@ATTRIBUTE GravityCenterY_3x3_10 numeric
@ATTRIBUTE CannyEdges_3x3_10 numeric
@ATTRIBUTE RatioBW_3x3_11 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_11 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_11 numeric
@ATTRIBUTE HoughLines_3x3_11 numeric
@ATTRIBUTE HoughCircles_3x3_11 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_11 numeric
@ATTRIBUTE GravityCenterX_3x3_11 numeric
@ATTRIBUTE GravityCenterY_3x3_11 numeric
@ATTRIBUTE CannyEdges_3x3_11 numeric
@ATTRIBUTE RatioBW_3x3_12 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_12 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_12 numeric
@ATTRIBUTE HoughLines_3x3_12 numeric
@ATTRIBUTE HoughCircles_3x3_12 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_12 numeric
@ATTRIBUTE GravityCenterX_3x3_12 numeric
@ATTRIBUTE GravityCenterY_3x3_12 numeric
@ATTRIBUTE CannyEdges_3x3_12 numeric
@ATTRIBUTE RatioBW_3x3_20 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_20 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_20 numeric
@ATTRIBUTE HoughLines_3x3_20 numeric
@ATTRIBUTE HoughCircles_3x3_20 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_20 numeric
@ATTRIBUTE GravityCenterX_3x3_20 numeric
@ATTRIBUTE GravityCenterY_3x3_20 numeric
@ATTRIBUTE CannyEdges_3x3_20 numeric
@ATTRIBUTE RatioBW_3x3_21 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_21 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_21 numeric
@ATTRIBUTE HoughLines_3x3_21 numeric
@ATTRIBUTE HoughCircles_3x3_21 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_21 numeric
@ATTRIBUTE GravityCenterX_3x3_21 numeric
@ATTRIBUTE GravityCenterY_3x3_21 numeric
@ATTRIBUTE CannyEdges_3x3_21 numeric
@ATTRIBUTE RatioBW_3x3_22 numeric
@ATTRIBUTE NbLinesBlackPixels_3x3_22 numeric
@ATTRIBUTE NbColsBlackPixels_3x3_22 numeric
@ATTRIBUTE HoughLines_3x3_22 numeric
@ATTRIBUTE HoughCircles_3x3_22 numeric
@ATTRIBUTE BoundingBoxNumber_3x3_22 numeric
@ATTRIBUTE GravityCenterX_3x3_22 numeric
@ATTRIBUTE GravityCenterY_3x3_22 numeric
@ATTRIBUTE CannyEdges_3x3_22 numeric
@ATTRIBUTE RatioBW_2x2_00 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_00 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_00 numeric
@ATTRIBUTE HoughLines_2x2_00 numeric
@ATTRIBUTE HoughCircles_2x2_00 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_00 numeric
@ATTRIBUTE GravityCenterX_2x2_00 numeric
@ATTRIBUTE GravityCenterY_2x2_00 numeric
@ATTRIBUTE CannyEdges_2x2_00 numeric
@ATTRIBUTE RatioBW_2x2_01 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_01 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_01 numeric
@ATTRIBUTE HoughLines_2x2_01 numeric
@ATTRIBUTE HoughCircles_2x2_01 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_01 numeric
@ATTRIBUTE GravityCenterX_2x2_01 numeric
@ATTRIBUTE GravityCenterY_2x2_01 numeric
@ATTRIBUTE CannyEdges_2x2_01 numeric
@ATTRIBUTE RatioBW_2x2_10 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_10 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_10 numeric
@ATTRIBUTE HoughLines_2x2_10 numeric
@ATTRIBUTE HoughCircles_2x2_10 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_10 numeric
@ATTRIBUTE GravityCenterX_2x2_10 numeric
@ATTRIBUTE GravityCenterY_2x2_10 numeric
@ATTRIBUTE CannyEdges_2x2_10 numeric
@ATTRIBUTE RatioBW_2x2_11 numeric
@ATTRIBUTE NbLinesBlackPixels_2x2_11 numeric
@ATTRIBUTE NbColsBlackPixels_2x2_11 numeric
@ATTRIBUTE HoughLines_2x2_11 numeric
@ATTRIBUTE HoughCircles_2x2_11 numeric
@ATTRIBUTE BoundingBoxNumber_2x2_11 numeric
@ATTRIBUTE GravityCenterX_2x2_11 numeric
@ATTRIBUTE GravityCenterY_2x2_11 numeric
@ATTRIBUTE CannyEdges_2x2_11 numeric

@DATA
Car, 24.3578, 0.97561, 0.984043, 35, 19, 5, 91.5762, 45.0739, 11, 0.43617, 9.43847, 0.481481, 0.290323, 0, 0, 1, 0, 0, 1, 46.356, 1, 1, 1, 0, 2, 0, 0, 3, 60.2151, 1, 1, 0, 3, 1, 0, 0, 3, 46.9534, 0.962963, 1, 0, 1, 2, 0, 0, 2, 49.1637, 0.703704, 0.935484, 0, 0, 1, 0, 0, 4, 77.0012, 1, 1, 0, 5, 1, 0, 0, 5, 54.0024, 1, 1, 1, 1, 1, 0, 0, 2, 57.8256, 1, 1, 1, 6, 1, 0, 0, 4, 64.994, 1, 1, 3, 4, 1, 0, 0, 3, 36.0405, 1, 0.787234, 3, 7, 2, 70.3154, 20.4799, 0, 79.0088, 1, 1, 0, 12, 2, 29.0108, 19.9655, 3, 50.4411, 1, 0.989362, 6, 8, 1, 0, 0, 0, 73.3524, 1, 1, 4, 10, 2, 42.5428, 23.9596, 1
Electricity, 15.9068, 0.986014, 1, 5, 7, 4, 32.9257, 64.7508, 6, 1.90667, 31.234, 0.531915, 1, 0, 0, 1, 0, 0, 2, 40.766, 0.659574, 1, 0, 1, 2, 13.6061, 22.2134, 2, 83.5745, 1, 1, 0, 2, 1, 0, 0, 4, 32.6809, 0.638298, 1, 0, 0, 2, 0, 0, 2, 27.1489, 0.340426, 1, 0, 0, 2, 0, 0, 1, 51.4043, 0.808511, 1, 0, 1, 2, 0, 0, 3, 31.0638, 0.489362, 1, 0, 2, 1, 0, 0, 4, 40.4255, 0.553191, 1, 0, 0, 2, 0, 0, 3, 17.4468, 0.297872, 0.92, 0, 0, 1, 0, 0, 2, 47.8873, 0.816901, 1, 0, 1, 2, 18.2965, 36.8582, 0, 66.3494, 0.830986, 1, 0, 3, 1, 17.1364, 38.9928, 1, 30.7575, 0.535211, 1, 0, 4, 2, 13.3844, 16.1102, 0, 47.7731, 0.830986, 1, 0, 1, 2, 21.8883, 14.5837, 0
Gas, 18.7691, 0.984127, 0.789474, 5, 9, 5, 60.2534, 67.8464, 9, 1.10526, 41.792, 0.904762, 1, 0, 2, 2, 0, 0, 3, 1.4411, 0.166667, 0.0789474, 0, 0, 1, 0, 0, 0, 11.2782, 0.833333, 0.157895, 0, 0, 1, 0, 0, 0, 56.4536, 1, 1, 0, 4, 1, 0, 0, 4, 72.6817, 1, 0.842105, 0, 0, 1, 0, 0, 4, 65.2882, 1, 1, 0, 2, 2, 0, 0, 4, 56.5163, 0.97619, 0.947368, 0, 1, 2, 0, 0, 2, 39.2857, 1, 0.605263, 1, 0, 2, 18.99, 26.6153, 2, 55.3885, 1, 1, 0, 1, 2, 0, 0, 4, 45.8368, 1, 1, 0, 4, 3, 33.66, 35.2519, 0, 34.4751, 1, 0.473684, 0, 1, 2, 0, 0, 0, 69.5628, 1, 1, 0, 3, 2, 18.7394, 33.7944, 0, 71.2615, 1, 1, 0, 3, 1, 0, 0, 1
Accident, 29.0125, 0.980198, 0.973684, 1, 7, 5, 33.6579, 62.3483, 10, 1.32895, 41.8182, 0.909091, 0.64, 0, 1, 1, 0, 0, 1, 62.303, 1, 0.8, 0, 0, 1, 0, 0, 2, 81.0909, 1, 1, 0, 1, 1, 0, 0, 6, 70.0606, 1, 1, 0, 2, 1, 0, 0, 4, 56.9697, 1, 0.68, 0, 0, 1, 0, 0, 2, 76.4848, 1, 1, 0, 1, 1, 0, 0, 3, 47.1515, 0.909091, 0.8, 0, 0, 1, 0, 0, 2, 60.7273, 1, 0.96, 0, 0, 1, 0, 0, 2, 64.4848, 1, 1, 0, 0, 2, 0, 0, 2, 60.5789, 1, 0.842105, 0, 3, 2, 0, 0, 0, 76.7895, 1, 1, 0, 3, 1, 14.8783, 14.8706, 3, 73.6316, 1, 1, 0, 0, 1, 0, 0, 1, 80.2632, 1, 1, 0, 2, 2, 0, 0, 0
FireBrigade, 14.955, 0.993671, 0.989691, 37, 12, 5, 113.39, 75.0584, 7, 0.814433, 42.1875, 1, 1, 0, 4, 1, 0, 0, 4, 26.5325, 1, 0.28125, 3, 1, 1, 0, 0, 2, 35.1563, 1, 0.953125, 0, 4, 2, 17.1517, 24.9455, 2, 52.2837, 0.923077, 1, 3, 0, 3, 21.3149, 26.5858, 5, 34.4952, 1, 0.8125, 0, 4, 1, 24.8217, 29.0646, 5, 33.6839, 0.961538, 1, 1, 3, 2, 0, 0, 2, 23.4375, 0.557692, 0.90625, 2, 1, 2, 0, 0, 2, 31.3101, 1, 0.734375, 0, 5, 2, 0, 0, 3, 14.4832, 0.423077, 0.59375, 0, 2, 1, 0, 0, 2, 52.0553, 1, 1, 3, 7, 3, 67.5118, 27.6907, 1, 43.9123, 1, 0.989691, 0, 6, 2, 0, 0, 0, 34.7645, 0.860759, 1, 4, 7, 2, 43.2064, 42.0469, 1, 27.822, 0.911392, 1, 9, 4, 2, 45.9764, 31.2754, 0
Car, 26.7156, 0.955556, 0.987421, 19, 16, 5, 74.26, 52.6132, 16, 0.566038, 37.7359, 1, 0.490566, 0, 4, 1, 0, 0, 2, 54.8428, 1, 1, 0, 2, 2, 0, 0, 3, 66.2264, 1, 1, 0, 1, 1, 0, 0, 5, 44.0881, 0.5, 1, 2, 0, 1, 0, 0, 3, 45.5346, 0.7, 0.924528, 0, 1, 1, 0, 0, 4, 81.1321, 1, 1, 0, 2, 1, 0, 0, 7, 52.6415, 1, 1, 0, 2, 1, 0, 0, 2, 41.195, 1, 0.735849, 0, 1, 1, 0, 0, 3, 66.7924, 1, 1, 0, 2, 1, 27.185, 15.3807, 3, 47.2855, 1, 0.797468, 0, 8, 2, 0, 0, 0, 81.4909, 1, 1, 0, 9, 1, 0, 0, 2, 43.7131, 1, 1, 5, 5, 1, 0, 0, 0, 77.384, 1, 1, 2, 8, 3, 0, 0, 0
Electricity, 18.7955, 0.984848, 0.962025, 3, 7, 3, 38.9058, 57.3454, 7, 1.67089, 7.51748, 0.340909, 0.307692, 0, 0, 1, 0, 0, 1, 25.7867, 0.795455, 0.5, 0, 0, 1, 0, 0, 2, 78.1469, 1, 1, 0, 1, 1, 13.4745, 31.4595, 3, 43.9685, 0.818182, 1, 0, 1, 2, 0, 0, 2, 69.4056, 1, 1, 0, 2, 2, 0, 0, 4, 50.0874, 0.840909, 1, 0, 1, 1, 0, 0, 3, 32.9545, 0.568182, 0.807692, 0, 1, 1, 0, 0, 3, 54.1958, 0.681818, 1, 0, 0, 2, 0, 0, 4, 0.874126, 0.0681818, 0.0769231, 0, 0, 1, 0, 0, 0, 32.906, 0.757576, 0.589744, 0, 0, 1, 0, 0, 2, 73.6208, 1, 1, 0, 2, 1, 21.2623, 24.2962, 1, 46.115, 0.787879, 1, 0, 4, 2, 16.1292, 21.7034, 2, 39.7047, 0.666667, 1, 0, 0, 1, 0, 0, 2
Gas, 16.8699, 0.99187, 0.742188, 9, 11, 4, 66.0615, 63.5939, 7, 0.960938, 44.7154, 1, 1, 0, 1, 2, 0, 0, 3, 35.1336, 1, 0.52381, 0, 1, 1, 0, 0, 2, 33.2172, 1, 0.357143, 0, 0, 1, 26.7134, 16.6112, 2, 40.0116, 1, 0.738095, 0, 1, 2, 0, 0, 2, 33.6818, 1, 0.380952, 0, 0, 2, 21.7308, 23.2224, 2, 51.9164, 1, 1, 0, 2, 2, 0, 0, 3, 42.1603, 1, 0.738095, 0, 3, 2, 17.4682, 15.6779, 3, 35.8304, 1, 0.619048, 0, 0, 2, 0, 0, 2, 43.6702, 0.97561, 0.904762, 0, 1, 2, 0, 0, 3, 50.1793, 1, 1, 0, 5, 2, 0, 0, 2, 44.2367, 1, 0.609375, 0, 3, 2, 29.8321, 31.4258, 0, 47.1311, 1, 0.71875, 1, 3, 2, 0, 0, 1, 54.8668, 1, 0.984375, 1, 2, 2, 30.7623, 30.4266, 0
Accident, 24.0624, 0.976744, 0.963964, 12, 13, 5, 46.7625, 45.3141, 10, 0.774775, 47.5869, 1, 0.621622, 0, 0, 1, 0, 0, 3, 48.0695, 1, 0.702703, 0, 0, 2, 0, 0, 2, 62.0656, 1, 1, 0, 2, 2, 0, 0, 5, 71.7181, 1, 1, 0, 0, 1, 0, 0, 3, 46.7181, 1, 0.72973, 0, 1, 1, 0, 0, 3, 68.9189, 1, 1, 0, 2, 1, 0, 0, 2, 4.72973, 0.285714, 0.243243, 0, 0, 1, 0, 0, 1, 53.3784, 1, 0.972973, 1, 0, 2, 0, 0, 2, 60.1351, 0.928571, 1, 0, 2, 2, 0, 0, 3, 70.8245, 1, 0.818182, 0, 3, 1, 0, 0, 2, 76.9979, 1, 1, 1, 2, 2, 39.7347, 18.2836, 1, 37.8858, 0.953488, 0.818182, 2, 0, 2, 0, 0, 1, 60.3805, 1, 1, 0, 4, 2, 0, 0, 2
Electricity, 20.0773, 0.99187, 0.97561, 2, 7, 3, 40.5553, 69.5087, 7, 1.5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10.7498, 0.341463, 0.444444, 0, 0, 1, 0, 0, 1, 88.6179, 1, 1, 0, 4, 1, 0, 0, 6, 43.9928, 0.853659, 0.851852, 0, 0, 2, 0, 0, 2, 42.4571, 0.951219, 1, 0, 0, 1, 0, 0, 3, 70.9124, 1, 1, 0, 1, 2, 0, 0, 3, 31.346, 0.585366, 0.962963, 0, 2, 1, 0, 0, 3, 51.9422, 0.780488, 1, 0, 2, 2, 0, 0, 3, 40.5601, 0.731707, 0.962963, 0, 0, 1, 0, 0, 2, 15.3539, 0.688525, 0.292683, 0, 0, 1, 0, 0, 1, 72.0112, 0.934426, 1, 0, 4, 1, 0, 0, 1, 50.6198, 1, 0.97561, 0, 3, 2, 0, 0, 1, 59.896, 0.967213, 1, 0, 3, 2, 0, 0, 1
Car, 23.9412, 0.977528, 0.982249, 26, 18, 6, 86.7076, 54.1611, 13, 0.526627, 27.8325, 1, 0.428571, 0, 3, 1, 0, 0, 3, 42.8571, 1, 0.946429, 1, 0, 2, 0, 0, 3, 76.4163, 1, 1, 0, 3, 1, 0, 0, 8, 35.899, 0.551724, 1, 2, 2, 1, 0, 0, 1, 34.1749, 0.482759, 0.946429, 0, 0, 1, 0, 0, 3, 85.5296, 1, 1, 0, 3, 0, 0, 0, 5, 49.2611, 1, 0.946429, 1, 4, 1, 0, 0, 2, 38.9163, 1, 0.696429, 0, 0, 1, 0, 0, 3, 66.8719, 1, 1, 0, 3, 1, 0, 0, 5, 34.632, 1, 0.809524, 0, 8, 2, 0, 0, 1, 81.6017, 1, 1, 1, 7, 2, 30.8789, 19.9692, 2, 42.5325, 1, 1, 4, 5, 1, 0, 0, 0, 76.7316, 1, 1, 1, 7, 2, 25.2851, 17.8344, 1
FireBrigade, 17.1692, 0.978102, 0.981366, 27, 12, 4, 75.5615, 63.9511, 6, 0.850932, 61.5514, 1, 1, 0, 4, 2, 0, 0, 7, 53.4591, 1, 0.584906, 0, 2, 2, 0, 0, 3, 44.0671, 1, 0.792453, 0, 1, 2, 27.3268, 19.9199, 4, 56.8134, 0.955556, 1, 0, 4, 1, 26.0125, 17.5316, 3, 19.9581, 0.777778, 0.566038, 0, 2, 1, 19.0449, 25.8253, 1, 33.3753, 0.866667, 1, 0, 2, 2, 30.1885, 28.0667, 2, 13.4591, 0.377778, 0.603774, 0, 0, 1, 0, 0, 2, 42.7673, 1, 0.849057, 0, 4, 3, 0, 0, 4, 20.8805, 0.644444, 0.622642, 0, 0, 2, 0, 0, 2, 67.0772, 1, 1, 1, 6, 4, 36.1912, 33.7593, 1, 52.4265, 1, 0.9125, 0, 5, 2, 42.8515, 39.5742, 0, 32.0404, 0.75, 1, 5, 3, 2, 0, 0, 1, 32.5368, 0.970588, 1, 7, 3, 2, 0, 0, 1
Accident, 15.4173, 0.938462, 0.929078, 37, 13, 4, 62.5307, 60.1736, 11, 0.921986, 9.20336, 0.488372, 0.255319, 0, 0, 1, 0, 0, 1, 47.6992, 1, 0.638298, 0, 5, 1, 27.3729, 22.7236, 3, 59.5745, 1, 1, 0, 5, 2, 0, 0, 5, 59.1291, 1, 1, 2, 4, 1, 16.2098, 26.2921, 5, 45.0272, 0.883721, 0.87234, 0, 5, 1, 22.4316, 21.7776, 3, 36.8629, 0.697674, 1, 0, 1, 1, 21.6783, 21.653, 2, 0.395844, 0.0465116, 0.0212766, 0, 0, 1, 0, 0, 0, 34.7848, 1, 0.851064, 3, 0, 2, 0, 0, 2, 43.2954, 0.837209, 1, 0, 2, 2, 0, 0, 3, 46.3297, 1, 0.671429, 1, 7, 1, 46.0394, 20.9244, 2, 63.4286, 1, 1, 2, 6, 2, 26.4246, 27.1411, 3, 24.9451, 0.8, 0.671429, 5, 2, 2, 0, 0, 0, 44.8571, 0.969231, 1, 3, 4, 3, 23.3787, 52.1278, 0
Electricity, 20.1807, 0.973214, 0.951807, 1, 7, 3, 38.0187, 57.4041, 4, 1.3494, 23.3233, 0.594595, 0.518519, 0, 0, 1, 0, 0, 2, 31.031, 0.72973, 0.62963, 0, 0, 1, 0, 0, 2, 90.3904, 1, 1, 0, 4, 1, 12.1412, 14.2053, 4, 45.9459, 0.891892, 1, 0, 1, 2, 0, 0, 2, 51.5516, 0.837838, 1, 0, 0, 2, 0, 0, 3, 73.8739, 1, 1, 0, 1, 1, 0, 0, 3, 17.6176, 0.351351, 0.777778, 0, 0, 1, 0, 0, 1, 60.7608, 0.72973, 1, 0, 2, 1, 0, 0, 4, 9.50951, 0.324324, 0.592593, 0, 0, 1, 0, 0, 1, 46.8206, 0.928571, 0.731707, 0, 1, 2, 0, 0, 1, 75.6098, 0.928571, 1, 0, 3, 2, 21.2785, 15.9729, 2, 36.4983, 0.642857, 0.97561, 0, 2, 1, 0, 0, 0, 53.1359, 0.928571, 1, 0, 1, 1, 0, 0, 2
Car, 21.1742, 0.968085, 0.989305, 34, 18, 5, 82.8643, 55.9334, 10, 0.502674, 32.7784, 1, 0.483871, 0, 2, 1, 0, 0, 4, 37.0447, 1, 1, 2, 0, 2, 0, 0, 2, 57.18, 1, 1, 1, 5, 1, 25.3776, 17.1083, 3, 40.8949, 0.806452, 1, 3, 2, 1, 0, 0, 1, 39.3861, 0.548387, 1, 0, 0, 1, 0, 0, 4, 87.9813, 1, 1, 0, 4, 1, 35.8876, 13.8254, 7, 45.0572, 1, 1, 0, 3, 1, 0, 0, 2, 30.8533, 1, 0.532258, 0, 1, 1, 0, 0, 3, 57.2841, 0.935484, 1, 2, 3, 1, 22.3562, 15.0917, 5, 39.6706, 1, 0.817204, 2, 6, 2, 52.0479, 16.6201, 0, 72.5006, 1, 1, 4, 10, 2, 48.3884, 18.5163, 2, 37.9547, 1, 1, 6, 5, 1, 0, 0, 0, 70.3958, 0.978723, 1, 6, 4, 2, 23.4745, 29.4973, 0
FireBrigade, 19.2657, 0.985611, 0.993103, 15, 12, 4, 80.7241, 71.218, 7, 0.958621, 46.7844, 1, 0.958333, 0, 4, 1, 0, 0, 2, 57.5634, 1, 0.8125, 0, 3, 1, 17.0719, 20.1474, 4, 55.2083, 1, 1, 0, 3, 2, 0, 0, 3, 42.5725, 0.913043, 1, 0, 1, 2, 0, 0, 2, 45.9692, 1, 1, 0, 4, 1, 0, 0, 3, 42.1649, 1, 1, 1, 2, 2, 17.4921, 25.8917, 2, 27.4004, 0.521739, 0.916667, 0, 1, 1, 0, 0, 2, 40.5344, 1, 0.916667, 0, 3, 1, 0, 0, 5, 20.3351, 0.434783, 0.8125, 0, 0, 1, 0, 0, 2, 59.6216, 1, 1, 1, 4, 2, 0, 0, 0, 66.2037, 1, 1, 0, 5, 2, 39.5985, 32.1074, 1, 46.1755, 0.884058, 1, 0, 4, 2, 31.7738, 45.5845, 0, 33.0515, 0.884058, 1, 1, 2, 2, 28.2462, 41.5481, 1
Accident, 15.9731, 0.990826, 0.910714, 21, 10, 5, 49.9058, 61.6792, 8, 0.973214, 8.10811, 0.611111, 0.216216, 0, 0, 1, 0, 0, 1, 34.6096, 1, 0.513514, 0, 0, 1, 0, 0, 2, 54.0541, 1, 1, 0, 2, 2, 19.9959, 17.1013, 2, 67.3423, 1, 1, 0, 2, 2, 15.2319, 16.0536, 3, 36.4114, 0.972222, 0.594595, 0, 3, 2, 0, 0, 0, 42.042, 0.75, 1, 0, 0, 1, 0, 0, 2, 12.7628, 0.5, 0.432432, 0, 0, 1, 0, 0, 2, 46.7718, 1, 1, 0, 0, 2, 18.7329, 21.0585, 2, 47.2222, 1, 1, 0, 1, 2, 0, 0, 2, 43.75, 1, 0.607143, 0, 1, 1, 0, 0, 0, 58.8294, 1, 1, 1, 5, 2, 0, 0, 0, 40.0794, 1, 0.910714, 6, 1, 2, 0, 0, 1, 49.4048, 1, 1, 0, 4, 2, 0, 0, 0
Electricity, 19.6475, 0.992126, 0.928571, 1, 8, 3, 37.6664, 64.6591, 5, 1.5119, 20.7483, 0.571429, 0.5, 0, 0, 1, 0, 0, 2, 38.6054, 0.952381, 0.642857, 0, 0, 1, 0, 0, 3, 86.8197, 1, 1, 0, 1, 0, 0, 0, 4, 43.6224, 0.880952, 1, 0, 0, 2, 0, 0, 2, 44.2177, 0.952381, 1, 0, 0, 2, 0, 0, 2, 59.6088, 0.833333, 1, 0, 2, 2, 0, 0, 3, 11.7347, 0.261905, 0.571429, 0, 0, 1, 0, 0, 1, 46.2585, 0.690476, 0.892857, 0, 1, 1, 0, 0, 2, 43.4524, 0.642857, 1, 0, 0, 1, 0, 0, 5, 43.3862, 0.920635, 0.714286, 0, 1, 2, 0, 0, 1, 75.9259, 1, 1, 0, 4, 2, 20.395, 40.0117, 1, 29.2517, 0.603175, 0.761905, 0, 3, 1, 0, 0, 1, 62.3961, 0.904762, 1, 0, 3, 2, 0, 0, 0
Car, 20.5105, 0.975309, 0.98773, 23, 17, 6, 84.4897, 49.6743, 10, 0.496933, 33.9506, 1, 0.574074, 0, 2, 2, 0, 0, 3, 53.3608, 1, 1, 0, 1, 2, 0, 0, 3, 48.2853, 1, 1, 0, 0, 1, 0, 0, 2, 36.6255, 0.444444, 1, 1, 0, 1, 0, 0, 1, 22.5652, 0.37037, 1, 0, 0, 1, 0, 0, 1, 73.251, 1, 1, 0, 6, 1, 29.3889, 14.5979, 3, 51.7147, 1, 1, 0, 2, 2, 0, 0, 2, 38.0658, 1, 1, 0, 2, 1, 0, 0, 2, 67.6955, 1, 0.888889, 1, 2, 1, 0, 0, 3, 38.642, 1, 0.938272, 5, 3, 2, 60.7184, 10.6098, 2, 72.5926, 1, 1, 2, 6, 1, 0, 0, 0, 43.7346, 1, 1, 2, 5, 1, 52.9745, 15.3174, 0, 70.4938, 1, 1, 1, 4, 2, 39.3745, 20.9115, 0
FireBrigade, 15.8559, 0.98773, 0.96129, 28, 13, 5, 68.8409, 77.0391, 8, 1.05161, 36.8192, 1, 0.803922, 0, 3, 2, 17.7266, 34.8084, 4, 67.4292, 1, 0.843137, 0, 1, 1, 19.2145, 29.6859, 5, 51.7429, 1, 1, 0, 3, 1, 0, 0, 4, 43.1009, 0.907407, 1, 1, 2, 2, 0, 0, 4, 10.5301, 0.37037, 0.588235, 0, 0, 1, 0, 0, 0, 31.4452, 0.833333, 1, 0, 1, 2, 23.5818, 31.4657, 2, 26.5432, 0.648148, 0.941176, 0, 0, 2, 13.7659, 29.5511, 2, 37.4001, 1, 0.941176, 1, 5, 2, 17.1234, 42.3442, 3, 8.89615, 0.351852, 0.392157, 0, 0, 1, 0, 0, 2, 52.9261, 1, 1, 0, 5, 3, 31.8415, 43.1916, 2, 57.3513, 1, 1, 0, 7, 2, 39.6572, 26.1074, 2, 32.5637, 0.950617, 1, 5, 4, 2, 43.4953, 39.1343, 0, 25.974, 0.740741, 0.987013, 5, 3, 2, 37.6141, 29.6607, 1
